user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,Monthly_Charge,primary_device,household_size,created_at,churn
user_01614,anne66@example.net,Shannon,Oneill,29,Female,USA,Illinois,Barryland,Basic,2023-07-01,True,9.99,Laptop,4,2022-09-21 20:28:41,0
user_01615,tclark@example.org,William,Clark,41,Prefer not to say,USA,Illinois,Lake Antoniostad,Premium,2023-11-14,True,21.99,Mobile,1,2023-04-23 06:59:38,0
user_01616,polson@example.org,Cory,Watts,32,Female,Canada,Ontario,New Kirstenchester,Premium,2023-09-12,True,21.99,Desktop,2,2024-08-09 19:35:26,0
user_01617,thomaselizabeth@example.org,Stephanie,Rogers,32,Male,USA,Virginia,West Kennethton,Premium,2024-07-31,True,21.99,Laptop,4,2024-04-16 11:17:48,0
user_01618,pwelch@example.net,Derek,Davis,35,Male,USA,Tennessee,East Laurenport,Premium,2024-02-29,True,21.99,Laptop,2,2022-09-02 04:47:23,0
user_01619,jeffrey29@example.com,Valerie,Holt,38,Male,USA,New York,South Victoriashire,Basic,2023-07-12,True,9.99,Gaming Console,2,2023-10-29 22:40:54,0
user_01620,williamcrawford@example.org,Cory,Moore,16,Female,USA,California,South Kimberly,Premium,2022-10-02,True,21.99,Tablet,2,2022-12-20 15:49:40,0
user_01621,jeffreyfinley@example.org,Patrick,Hayes,55,Male,Canada,Alberta,West Christian,Basic,2024-02-21,True,9.99,Desktop,5,2025-01-24 04:58:30,0
user_01622,kelseyhunter@example.org,Chad,Reynolds,33,Male,USA,Virginia,East Beth,Basic,2024-03-01,True,9.99,Gaming Console,5,2024-11-25 05:25:07,0
user_01623,silvapatrick@example.org,Christopher,Wells,33,Female,USA,Arizona,Kevinberg,Standard,2023-01-07,True,15.99,Laptop,4,2024-09-01 14:06:03,0
user_01624,amanda63@example.net,John,Young,29,Female,USA,Pennsylvania,Michaelbury,Standard,2025-02-05,False,15.99,Smart TV,2,2025-04-29 21:37:21,1
user_01625,omarjames@example.net,Samantha,Munoz,40,Male,USA,Michigan,Smithland,Standard,2023-05-18,True,15.99,Mobile,2,2025-03-17 00:37:12,0
user_01626,olsenlinda@example.net,Jessica,Huber,33,Male,USA,California,Jessicachester,Premium,2023-06-15,True,21.99,Tablet,5,2023-04-01 14:46:54,0
user_01627,christopher18@example.org,Sherry,Collins,35,Other,USA,Washington,Lake Janeburgh,Standard,2024-06-29,True,15.99,Tablet,2,2025-03-17 14:12:32,0
user_01628,larry08@example.com,Aaron,Sparks,36,Female,USA,Illinois,Garciahaven,Standard,2024-03-01,True,15.99,Smart TV,2,2022-08-26 22:28:19,0
user_01629,lisa56@example.com,Thomas,Ellis,35,Female,USA,New York,Krystalmouth,Standard,2022-08-31,True,15.99,Mobile,4,2025-02-28 00:51:07,0
user_01630,jonathan99@example.net,Adam,Wright,35,Female,USA,Washington,South Julie,Premium,2022-11-07,True,21.99,Laptop,2,2025-06-23 18:22:47,0
user_01631,bassandre@example.org,Katherine,Bell,38,Other,Canada,Manitoba,West Tracyfurt,Standard,2022-11-05,True,15.99,Laptop,4,2022-10-31 01:24:17,0
user_01632,kenneth12@example.com,Randy,Galvan,49,Male,USA,Indiana,West Scotthaven,Premium,2023-12-23,True,21.99,Desktop,2,2025-03-20 19:30:54,0
user_01633,william81@example.com,Rachael,Sullivan,35,Male,USA,Ohio,North Sandramouth,Premium,2022-08-06,True,21.99,Gaming Console,4,2023-12-03 03:14:54,0
user_01634,tedwards@example.net,Lisa,Wallace,25,Female,USA,Missouri,North Scottshire,Standard,2025-01-30,True,15.99,Desktop,1,2023-06-03 17:10:39,0
user_01635,sandraadams@example.com,Shirley,Cook,35,Male,USA,Maryland,Ramirezbury,Basic,2024-07-31,True,9.99,Smart TV,1,2024-07-30 04:21:16,0
user_01636,nathaniel23@example.net,Timothy,Cardenas,23,Female,USA,Florida,Johntown,Standard,2023-07-08,True,15.99,Desktop,2,2023-09-28 14:57:40,0
user_01639,joshuagonzalez@example.org,Samantha,Alexander,35,Female,USA,Virginia,Smithstad,Premium+,2024-01-07,False,29.99,Laptop,2,2025-01-22 18:32:45,1
user_01640,davidlove@example.com,Matthew,Terry,56,Female,USA,Michigan,Karenfurt,Standard,2023-10-15,True,15.99,Gaming Console,2,2022-08-20 03:17:10,0
user_01641,michael03@example.net,John,Alvarez,38,Male,USA,Wisconsin,Sandersshire,Standard,2023-09-02,True,15.99,Smart TV,1,2024-05-26 06:06:18,0
user_01642,andrew26@example.org,Brandon,Bowers,33,Female,USA,Ohio,North Lisachester,Standard,2023-10-31,True,15.99,Tablet,5,2023-03-02 00:36:52,0
user_01643,tammy98@example.org,Stacey,Smith,46,Other,USA,Michigan,New Melissa,Standard,2025-01-30,True,15.99,Mobile,2,2024-11-17 09:04:31,0
user_01644,randerson@example.org,Bryan,Moreno,38,Male,Canada,Ontario,Frybury,Premium+,2025-02-25,True,29.99,Smart TV,3,2025-06-30 06:59:18,0
user_01645,obriendavid@example.org,Natasha,Jenkins,59,Female,USA,Tennessee,Shortville,Standard,2023-09-27,True,15.99,Smart TV,5,2025-01-26 20:11:58,0
user_01646,robertduran@example.net,Cathy,Hunter,39,Female,USA,New Jersey,South Melaniechester,Standard,2022-08-18,False,15.99,Desktop,4,2023-01-11 12:23:04,1
user_01648,sharonedwards@example.net,Kathleen,Turner,16,Male,Canada,New Brunswick,Port Sandra,Premium,2024-11-19,True,21.99,Smart TV,3,2024-02-09 22:11:15,0
user_01649,parkertasha@example.org,Ronald,Jacobs,27,Male,USA,Washington,Annafort,Premium,2025-02-08,True,21.99,Gaming Console,3,2024-09-10 19:01:09,0
user_01651,olivialevy@example.com,Javier,Nguyen,35,Female,Canada,Newfoundland and Labrador,New Lauraburgh,Premium,2023-08-14,True,21.99,Desktop,2,2023-12-29 07:31:31,0
user_01652,ycordova@example.net,Carolyn,Davila,42,Female,USA,Massachusetts,Carlosberg,Standard,2024-09-28,True,15.99,Smart TV,3,2024-08-19 13:25:27,0
user_01653,mendozajay@example.com,Alexander,Hernandez,20,Male,USA,Florida,Rosariomouth,Premium,2022-11-24,False,21.99,Gaming Console,2,2023-09-06 18:05:44,1
user_01654,jamiejohnson@example.org,Michael,Johnson,20,Female,USA,Maryland,Lake Johnny,Standard,2024-02-13,True,15.99,Smart TV,3,2025-06-21 15:48:18,0
user_01655,williamsthomas@example.net,Christopher,Perez,31,Male,Canada,Nova Scotia,Kathrynport,Standard,2023-01-12,True,15.99,Smart TV,4,2024-01-02 04:19:55,0
user_01656,williamsonmegan@example.net,Devin,King,26,Male,USA,Michigan,Maldonadoburgh,Basic,2024-06-03,True,9.99,Smart TV,2,2024-11-15 01:04:24,0
user_01657,knguyen@example.net,Michael,Cohen,38,Female,USA,New York,West Nicoleton,Basic,2024-06-09,False,9.99,Mobile,3,2024-09-19 00:54:02,1
user_01658,nwiley@example.net,Alexander,Smith,34,Other,USA,Massachusetts,East John,Premium+,2023-01-17,False,29.99,Gaming Console,2,2022-08-06 03:51:57,1
user_01659,felicia43@example.com,Lindsay,Hooper,23,Female,USA,New Jersey,Port Catherinechester,Premium,2023-04-01,True,21.99,Gaming Console,2,2025-02-08 17:33:24,0
user_01660,ehuff@example.net,Albert,Hodge,53,Other,Canada,Saskatchewan,Joshuaview,Standard,2025-05-31,True,15.99,Laptop,3,2022-11-20 04:38:38,0
user_01661,betty00@example.net,Kelly,Tran,35,Prefer not to say,USA,Massachusetts,Jessicaville,Basic,2023-10-22,True,9.99,Smart TV,3,2024-04-29 16:55:28,0
user_01662,zacharywillis@example.com,David,Stewart,38,Male,Canada,Newfoundland and Labrador,Gilbertchester,Standard,2024-10-10,True,15.99,Desktop,3,2022-12-14 22:24:22,0
user_01663,nathan32@example.org,Mark,Riggs,35,Female,USA,Tennessee,Jimmyview,Premium,2025-06-13,True,21.99,Gaming Console,4,2024-01-29 13:58:06,0
user_01664,shawnareese@example.net,Caitlin,Ingram,44,Female,USA,Washington,West Kimberlymouth,Premium,2024-02-08,False,21.99,Mobile,7,2025-02-02 19:17:34,1
user_01665,jpadilla@example.net,Richard,Miller,33,Male,Canada,British Columbia,Amandatown,Standard,2022-08-23,True,15.99,Tablet,2,2024-12-29 05:05:45,0
user_01667,caitlyn20@example.com,Anna,Morris,32,Male,USA,Ohio,North Erinmouth,Premium+,2022-08-22,True,29.99,Smart TV,3,2024-11-11 06:42:26,0
user_01668,cmata@example.com,Katie,Miller,34,Prefer not to say,USA,North Carolina,New Ashleystad,Premium,2025-04-27,True,21.99,Desktop,4,2024-12-24 10:42:56,0
user_01669,donna22@example.org,James,Brown,22,Female,Canada,Newfoundland and Labrador,Stephenland,Standard,2024-08-07,True,15.99,Desktop,4,2022-08-10 18:37:39,0
user_01670,peter11@example.net,Jessica,Ray,25,Female,USA,Texas,Garciamouth,Basic,2025-05-22,True,9.99,Laptop,5,2023-03-22 12:49:36,0
user_01671,nicole28@example.com,William,Payne,27,Female,Canada,Saskatchewan,New Tanner,Premium,2022-09-27,True,21.99,Mobile,1,2024-07-09 20:45:00,0
user_01672,tylermitchell@example.net,Kimberly,Ford,35,Female,Canada,Prince Edward Island,Joshuaton,Premium,2023-10-17,True,21.99,Gaming Console,6,2024-10-26 02:03:56,0
user_01673,vbowman@example.com,Kenneth,Greer,35,Prefer not to say,USA,Tennessee,Johnsonview,Premium,2023-08-10,True,21.99,Mobile,2,2025-05-08 02:53:58,0
user_01674,murraycatherine@example.net,Michael,Cole,29,Male,USA,Pennsylvania,Riveraside,Premium,2023-09-20,True,21.99,Desktop,3,2025-07-29 09:43:03,0
user_01675,erica73@example.org,Denise,Drake,51,Female,USA,Tennessee,Bernardville,Premium+,2023-07-14,True,29.99,Smart TV,2,2024-07-06 10:24:23,0
user_01676,nromero@example.com,Edgar,Baldwin,40,Female,USA,Ohio,Alexanderborough,Standard,2024-04-30,True,15.99,Mobile,2,2022-12-23 09:35:59,0
user_01677,lunajeffrey@example.org,Leslie,Ellis,40,Female,USA,Pennsylvania,Lisaport,Standard,2023-01-19,True,15.99,Mobile,2,2023-02-25 11:25:53,0
user_01678,josephfreeman@example.com,Laura,Mercado,16,Prefer not to say,Canada,New Brunswick,Leestad,Standard,2025-07-18,True,15.99,Desktop,5,2025-04-29 17:36:17,0
user_01679,williamsdaniel@example.com,James,Baker,35,Male,USA,Virginia,Laurenfurt,Basic,2024-11-18,False,9.99,Tablet,4,2024-03-28 19:49:04,1
user_01680,fryedylan@example.net,Megan,Johnson,34,Female,USA,Michigan,East Garyberg,Standard,2024-07-21,True,15.99,Tablet,1,2023-09-06 15:43:31,0
user_01681,robert53@example.net,Sharon,Wood,29,Female,Canada,Quebec,Brentchester,Standard,2024-09-13,True,15.99,Mobile,2,2022-08-10 07:42:02,0
user_01682,mtate@example.net,Sandra,Hall,31,Male,Canada,Manitoba,Ortizborough,Basic,2023-05-17,False,9.99,Laptop,3,2022-09-10 19:42:47,1
user_01683,richardbennett@example.net,Stacy,Wu,35,Female,Canada,Ontario,Lake Isaiah,Standard,2024-04-11,True,15.99,Tablet,3,2025-06-07 19:07:03,0
user_01685,egraham@example.org,Patrick,Arnold,23,Male,USA,Arizona,Port Gina,Premium,2024-05-07,True,21.99,Gaming Console,4,2024-10-22 14:18:57,0
user_01686,nlogan@example.org,Aaron,Walker,33,Male,USA,Illinois,East Glennchester,Premium,2025-03-08,False,21.99,Desktop,1,2025-03-29 04:35:58,1
user_01687,rwallace@example.org,Kimberly,Mitchell,35,Prefer not to say,Canada,New Brunswick,Mossside,Standard,2024-12-14,True,15.99,Smart TV,2,2022-10-10 03:47:34,0
user_01688,erikkeller@example.net,Susan,Fisher,63,Female,Canada,Alberta,Jonathanchester,Standard,2024-02-04,True,15.99,Smart TV,3,2022-12-31 13:44:05,0
user_01689,kortiz@example.com,Deborah,Gonzales,28,Female,USA,Tennessee,Gregorymouth,Premium,2023-12-11,True,21.99,Gaming Console,2,2024-09-02 11:03:50,0
user_01690,ikelley@example.com,Scott,Butler,40,Male,USA,Wisconsin,Elliston,Basic,2022-11-04,True,9.99,Mobile,4,2025-06-12 20:02:17,0
user_01691,eric80@example.net,William,English,50,Female,USA,New Jersey,Scottmouth,Basic,2022-08-03,True,9.99,Smart TV,3,2025-03-08 14:53:57,0
user_01692,yjohnson@example.net,Amy,Norton,35,Female,USA,Massachusetts,Grayfort,Basic,2024-06-29,True,9.99,Laptop,3,2023-12-26 21:48:11,0
user_01694,boydaaron@example.net,Thomas,Tucker,36,Male,USA,Virginia,Georgefort,Premium,2024-07-13,True,21.99,Laptop,1,2024-01-01 11:29:08,0
user_01695,mitchelljeffrey@example.net,Jessica,Chavez,36,Female,USA,Ohio,Robertton,Standard,2025-07-04,True,15.99,Laptop,2,2022-09-10 09:46:32,0
user_01696,rhodesbrent@example.org,Angela,Johnson,30,Other,USA,North Carolina,West Brandonstad,Premium,2024-04-12,True,21.99,Smart TV,3,2024-08-23 19:39:59,0
user_01697,antoniosmith@example.net,Christine,Diaz,50,Prefer not to say,Canada,British Columbia,Deborahmouth,Standard,2025-03-10,True,15.99,Smart TV,2,2023-07-21 02:46:30,0
user_01698,jonathan25@example.org,Elizabeth,Caldwell,37,Male,USA,Texas,West Christopherport,Basic,2023-08-19,True,9.99,Gaming Console,4,2023-11-29 01:45:22,0
user_01699,christopher33@example.com,Miranda,Hogan,35,Female,Canada,Quebec,Grayville,Premium,2024-11-19,True,21.99,Laptop,2,2025-02-05 17:12:32,0
user_01700,tyler17@example.com,Lauren,Gilbert,33,Male,USA,Florida,West Joshuaton,Premium,2023-03-21,True,21.99,Tablet,2,2024-02-05 13:31:41,0
user_01701,jessica57@example.com,Mark,Clark,46,Male,Canada,Manitoba,Kathymouth,Premium,2025-07-04,True,21.99,Desktop,4,2022-11-17 13:01:52,0
user_01702,holtbrian@example.net,Lauren,Hayden,42,Female,Canada,Saskatchewan,Byrdhaven,Premium,2024-05-16,True,21.99,Gaming Console,1,2022-10-25 18:07:31,0
user_01703,qwilson@example.org,Lori,Cummings,45,Female,Canada,British Columbia,Heatherside,Premium+,2025-03-20,True,29.99,Laptop,3,2025-03-29 12:12:16,0
user_01704,wbaker@example.net,Elaine,Smith,7,Female,USA,Pennsylvania,Amyburgh,Premium,2025-05-07,False,21.99,Smart TV,6,2024-09-28 02:01:12,1
user_01705,nashlinda@example.com,Chelsea,Griffin,44,Male,USA,Illinois,West Gregbury,Premium,2025-06-17,True,21.99,Mobile,2,2024-10-01 03:33:43,0
user_01706,lhatfield@example.org,Russell,White,26,Male,USA,Massachusetts,Port Josephberg,Standard,2023-11-09,True,15.99,Tablet,2,2024-06-12 01:25:13,0
user_01707,vshepard@example.com,Mark,Stephenson,35,Male,USA,Tennessee,East Joshuaville,Standard,2024-10-01,True,15.99,Smart TV,3,2023-11-01 20:00:58,0
user_01708,sydney62@example.net,Marvin,Travis,52,Male,USA,Ohio,Nicholasbury,Premium,2022-12-01,False,21.99,Smart TV,2,2025-02-10 02:34:02,1
user_01709,timothy36@example.net,Richard,Zavala,33,Male,USA,Missouri,Taylorberg,Basic,2025-03-10,False,9.99,Laptop,3,2025-06-26 15:10:41,1
user_01710,sandovalmatthew@example.com,Michelle,Garcia,31,Male,Canada,Quebec,Lake David,Premium,2023-04-23,True,21.99,Tablet,3,2023-03-24 15:44:32,0
user_01711,lindseymcintyre@example.net,Carlos,Reid,35,Female,USA,New Jersey,Kennethstad,Basic,2023-02-24,True,9.99,Gaming Console,3,2024-12-26 10:16:36,0
user_01713,michaelnguyen@example.com,Alexandra,Martin,41,Female,USA,Ohio,Donaldburgh,Premium,2023-11-19,True,21.99,Smart TV,4,2025-04-27 15:15:03,0
user_01714,peter98@example.com,Amanda,Holder,20,Male,USA,Michigan,Stephensonmouth,Premium,2022-09-19,True,21.99,Tablet,4,2024-08-06 00:53:42,0
user_01715,udavis@example.org,Julie,Clark,35,Male,USA,Texas,Millsport,Standard,2024-12-12,True,15.99,Smart TV,2,2024-03-22 09:23:36,0
user_01716,sduffy@example.net,Jacob,Rice,39,Male,USA,Wisconsin,Lake Johntown,Standard,2023-12-06,True,15.99,Mobile,3,2025-01-29 18:59:17,0
user_01717,fryeadrian@example.org,Madison,Little,24,Female,USA,Maryland,Timothymouth,Premium,2023-02-08,True,21.99,Desktop,2,2025-03-01 01:13:43,0
user_01718,xnewman@example.org,Jonathan,Morgan,37,Female,USA,Massachusetts,Robinsonberg,Premium,2023-03-31,True,21.99,Desktop,2,2023-02-05 13:53:29,0
user_01719,blivingston@example.com,Kristina,Hines,31,Male,Canada,Nova Scotia,Matthewport,Premium,2024-02-24,True,21.99,Desktop,2,2025-07-13 02:03:32,0
user_01720,sbanks@example.org,Robert,Ward,38,Male,USA,New Jersey,Ricardomouth,Premium,2024-03-02,False,21.99,Tablet,2,2023-09-23 13:38:50,1
user_01721,tamara48@example.net,Julie,Porter,40,Male,Canada,Alberta,East Jennifer,Premium,2025-06-24,True,21.99,Tablet,2,2023-06-09 14:57:33,0
user_01722,amanda70@example.org,Patricia,Byrd,25,Female,USA,Florida,Brandishire,Standard,2025-06-17,True,15.99,Tablet,3,2023-05-30 22:34:53,0
user_01723,jjohnson@example.net,Jamie,Anderson,50,Male,USA,Arizona,Port Stephanie,Standard,2024-08-31,True,15.99,Desktop,2,2024-10-01 10:59:25,0
user_01724,camachonicholas@example.net,John,Dunn,6,Male,Canada,Ontario,Patriciaside,Premium,2022-09-12,True,21.99,Desktop,4,2025-06-05 07:54:04,0
user_01725,jamieramirez@example.org,Richard,Anderson,30,Female,Canada,Quebec,Martinmouth,Standard,2025-07-30,True,15.99,Gaming Console,2,2023-09-07 21:36:52,0
user_01726,steven94@example.com,Matthew,Carr,48,Female,Canada,Nova Scotia,Anthonymouth,Standard,2025-04-10,True,15.99,Mobile,1,2024-08-26 06:52:17,0
user_01727,annawelch@example.com,Kevin,Hutchinson,27,Female,Canada,Newfoundland and Labrador,New Jeffreystad,Basic,2024-08-26,True,9.99,Smart TV,2,2024-10-20 21:11:06,0
user_01728,lisabrown@example.com,Kimberly,Foster,21,Female,USA,Illinois,Port Carlosburgh,Premium+,2023-06-26,True,29.99,Smart TV,2,2024-01-23 12:51:38,0
user_01729,eduardo30@example.net,Thomas,Hubbard,58,Female,USA,Virginia,Harrishaven,Standard,2023-06-27,True,15.99,Gaming Console,2,2023-02-25 16:07:11,0
user_01730,geraldpineda@example.org,Natalie,Smith,28,Female,USA,Arizona,Port Samuel,Basic,2024-07-07,True,9.99,Gaming Console,1,2024-04-25 01:37:34,0
user_01731,lauradavis@example.net,Michael,Gomez,42,Male,USA,Virginia,Lake Anthonyfort,Premium,2022-11-07,True,21.99,Laptop,2,2025-04-19 20:40:52,0
user_01732,richard18@example.net,Stephanie,Harris,10,Female,USA,Missouri,West Laurie,Premium+,2024-01-02,True,29.99,Mobile,4,2023-03-25 22:13:38,0
user_01733,patriciapatterson@example.com,Jacob,Roberts,41,Male,USA,Ohio,Port Darrentown,Premium+,2024-06-10,True,29.99,Mobile,6,2024-02-04 16:05:48,0
user_01734,davisbrittany@example.com,Francisco,Hawkins,36,Male,USA,Arizona,Byrdport,Basic,2023-01-21,True,9.99,Tablet,6,2025-01-22 11:50:31,0
user_01735,palmerchad@example.org,Manuel,Davis,37,Male,USA,Arizona,Port Ryan,Premium,2024-01-20,True,21.99,Laptop,2,2025-07-05 01:57:50,0
user_01736,pmiller@example.org,Christine,Roberts,35,Male,Canada,Alberta,North Johnborough,Premium,2022-08-27,True,21.99,Smart TV,2,2023-05-28 13:52:57,0
user_01737,russell71@example.com,Kayla,Brown,35,Female,USA,California,Reedberg,Premium+,2024-09-15,False,29.99,Gaming Console,4,2023-01-16 15:30:21,1
user_01738,navila@example.org,Anthony,Bates,54,Female,Canada,Prince Edward Island,Lake Teresaton,Premium,2024-11-23,True,21.99,Gaming Console,5,2025-07-08 02:24:00,0
user_01739,kathleenberry@example.com,Bruce,Kane,59,Other,USA,Pennsylvania,West Brittneyview,Premium,2025-04-29,True,21.99,Mobile,2,2023-10-12 07:19:02,0
user_01740,valeriewright@example.net,Brian,Rodriguez,35,Male,USA,Maryland,Port Anthonyfort,Premium,2023-05-29,True,21.99,Desktop,5,2024-04-07 01:15:37,0
user_01741,ianevans@example.org,Matthew,Carter,27,Other,Canada,Newfoundland and Labrador,East Taylor,Premium+,2025-02-08,False,29.99,Smart TV,6,2023-02-23 10:14:40,1
user_01742,ginapierce@example.com,Michael,Lewis,53,Female,USA,Pennsylvania,Harringtonborough,Premium+,2024-02-22,True,29.99,Smart TV,1,2024-12-02 20:29:03,0
user_01743,jsimpson@example.org,James,Thomas,35,Female,USA,Pennsylvania,North Jonathanbury,Standard,2023-05-08,True,15.99,Tablet,2,2024-02-22 14:52:24,0
user_01744,rroach@example.net,Joann,Garcia,57,Female,USA,Missouri,Wangberg,Premium+,2023-10-14,True,29.99,Laptop,5,2023-12-17 05:14:18,0
user_01745,baileycastillo@example.org,Jorge,Smith,37,Male,Canada,Quebec,Lake Kimberlyview,Basic,2023-09-11,True,9.99,Mobile,1,2024-03-21 04:43:52,0
user_01746,jacquelinesnow@example.org,Amber,Garcia,42,Female,Canada,New Brunswick,Port Jamesfurt,Premium,2022-11-07,True,21.99,Tablet,6,2023-10-14 23:53:26,0
user_01747,matthew46@example.com,Gregory,Mason,27,Male,Canada,Ontario,Hunterview,Premium,2024-01-31,True,21.99,Desktop,4,2025-07-21 08:11:59,0
user_01748,kellylloyd@example.com,Juan,Abbott,41,Male,Canada,Nova Scotia,Frenchtown,Premium,2023-04-12,True,21.99,Smart TV,2,2025-02-20 18:38:34,0
user_01749,ischneider@example.org,Kimberly,Schmitt,18,Female,USA,Washington,Meadowsberg,Standard,2024-07-16,True,15.99,Desktop,2,2024-10-26 00:09:11,0
user_01750,oyates@example.net,Dominique,Dunlap,35,Male,USA,Michigan,Smithshire,Premium+,2023-05-12,False,29.99,Tablet,2,2023-10-22 08:34:46,1
user_01751,stephenschad@example.com,Melissa,Allen,20,Female,USA,Wisconsin,Jacobfort,Premium,2022-09-08,True,21.99,Mobile,2,2023-02-08 07:46:22,0
user_01752,jennifer95@example.net,Kevin,Wheeler,51,Male,USA,Michigan,Justinfurt,Standard,2024-04-24,True,15.99,Mobile,1,2023-01-01 11:39:57,0
user_01753,skirby@example.com,David,Jackson,47,Male,USA,Tennessee,North Robertland,Standard,2023-03-14,True,15.99,Gaming Console,5,2023-12-21 03:36:55,0
user_01754,brenda35@example.net,Lisa,Pierce,35,Female,USA,Maryland,Ramirezhaven,Premium,2024-09-27,True,21.99,Smart TV,3,2022-09-30 03:59:45,0
user_01755,marshalltammy@example.org,Felicia,Fields,37,Female,Canada,Manitoba,Sullivanland,Premium,2022-09-15,True,21.99,Desktop,6,2025-03-17 16:22:44,0
user_01756,christopher42@example.net,Lawrence,Ayala,27,Female,USA,Washington,South Gary,Premium+,2024-09-21,True,29.99,Desktop,1,2024-07-24 12:44:25,0
user_01757,brandontaylor@example.com,Joshua,Sampson,35,Male,USA,Tennessee,Port Christopherhaven,Basic,2025-03-27,True,9.99,Tablet,3,2025-02-03 20:44:41,0
user_01758,leonardaimee@example.net,Charles,Freeman,31,Male,USA,Georgia,South Davidport,Premium,2023-05-11,True,21.99,Gaming Console,3,2024-09-21 20:11:15,0
user_01759,kiddmelissa@example.org,Katherine,Cox,40,Female,USA,Maryland,Lake Katrina,Standard,2023-03-23,True,15.99,Tablet,4,2025-06-30 23:50:51,0
user_01761,christophersantos@example.net,Andrea,Fischer,30,Female,USA,New Jersey,Armstrongshire,Basic,2024-06-05,True,9.99,Laptop,3,2023-10-28 10:27:21,0
user_01762,amberward@example.net,Andrea,Calderon,41,Female,USA,New York,Brownport,Premium,2024-11-09,True,21.99,Smart TV,1,2025-07-06 11:56:40,0
user_01763,lopezvictoria@example.com,Marilyn,Griffin,31,Female,Canada,Ontario,Meyerton,Standard,2025-05-05,True,15.99,Desktop,2,2024-11-03 11:03:00,0
user_01764,benjaminmcbride@example.net,Ashley,Nelson,44,Female,Canada,Saskatchewan,Lake Heather,Premium,2024-01-22,True,21.99,Gaming Console,6,2024-03-17 15:55:04,0
user_01765,christinabailey@example.com,Emily,Burnett,42,Female,USA,Arizona,Scottchester,Standard,2023-10-09,True,15.99,Gaming Console,1,2022-11-09 11:30:38,0
user_01766,griffinbrenda@example.com,Barbara,Villarreal,60,Male,USA,Washington,West Matthew,Premium+,2024-11-06,True,29.99,Laptop,1,2023-02-22 18:25:33,0
user_01767,ocarr@example.org,David,Alvarado,34,Female,USA,Wisconsin,Georgestad,Basic,2023-04-03,False,9.99,Tablet,2,2024-06-03 10:02:37,1
user_01768,qmolina@example.org,Jeremy,Reynolds,39,Male,USA,Texas,Lake Eddie,Premium,2023-10-14,True,21.99,Smart TV,2,2023-09-10 09:36:56,0
user_01769,jean37@example.net,Bryan,Pittman,41,Female,USA,Michigan,Cummingschester,Premium+,2023-03-02,True,29.99,Tablet,2,2023-11-22 03:13:01,0
user_01770,david85@example.net,Erik,Marshall,35,Female,USA,Indiana,Craigburgh,Standard,2024-11-02,True,15.99,Laptop,2,2022-11-22 20:12:07,0
user_01771,jennifersummers@example.net,Adam,Thomas,33,Male,USA,California,Selenaton,Premium,2024-10-24,True,21.99,Gaming Console,2,2023-05-22 17:38:19,0
user_01772,oliviagonzalez@example.org,Amanda,Ross,35,Male,USA,Massachusetts,West Debbie,Premium,2023-05-24,False,21.99,Tablet,2,2023-11-28 01:33:18,1
user_01773,woodsrobert@example.net,Amber,Phillips,41,Prefer not to say,USA,Indiana,Kevinberg,Premium,2023-09-08,True,21.99,Gaming Console,1,2023-12-24 00:15:19,0
user_01774,uroberts@example.org,Crystal,Gonzalez,37,Female,USA,Wisconsin,Christinaview,Premium+,2024-02-29,True,29.99,Mobile,1,2024-06-29 13:48:05,0
user_01775,carrieaustin@example.net,Robin,Byrd,55,Male,USA,Florida,Andrewburgh,Standard,2024-05-13,True,15.99,Tablet,3,2024-11-10 03:29:03,0
user_01776,lauren10@example.org,Alexander,Hamilton,43,Female,USA,North Carolina,South Debbiebury,Premium+,2024-01-25,True,29.99,Laptop,2,2022-11-13 15:39:07,0
user_01777,jwright@example.net,Jennifer,Zamora,28,Female,USA,Michigan,New Matthew,Standard,2023-01-09,True,15.99,Mobile,5,2023-09-24 16:28:16,0
user_01778,nguyenashlee@example.com,Rebecca,Phillips,35,Male,USA,Michigan,New Cassandra,Standard,2025-05-02,False,15.99,Mobile,2,2022-08-10 23:37:46,1
user_01779,kristin46@example.com,Kimberly,Gonzalez,35,Male,USA,California,New Tracyton,Premium,2023-01-12,False,21.99,Laptop,3,2022-08-20 06:33:53,1
user_01780,ycase@example.net,Jeffrey,Bell,42,Male,USA,New Jersey,Harrisburgh,Premium+,2025-06-04,True,29.99,Tablet,2,2023-06-11 10:32:54,0
user_01781,anne91@example.com,Adam,Carpenter,33,Female,USA,Maryland,West Anachester,Premium,2024-09-29,True,21.99,Tablet,2,2024-10-30 10:31:57,0
user_01783,rose58@example.org,Justin,Olsen,35,Female,Canada,British Columbia,Grahamshire,Standard,2023-05-08,True,15.99,Smart TV,4,2024-12-18 17:31:15,0
user_01784,dtate@example.net,David,Hopkins,39,Male,USA,New York,Cooperland,Premium+,2023-11-29,True,29.99,Desktop,2,2024-10-22 01:37:36,0
user_01785,watkinssandra@example.net,Tiffany,Sanchez,42,Female,USA,California,Bradleyfurt,Premium,2024-06-10,True,21.99,Desktop,2,2023-10-09 22:59:42,0
user_01786,hernandezbrandon@example.net,Juan,Baker,35,Female,USA,Massachusetts,Kimbury,Basic,2023-05-04,True,9.99,Smart TV,1,2024-05-15 21:00:52,0
