,user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,Monthly_Charge,primary_device,household_size,created_at,subscription_duration_days,account_age_days,senior_user,days_since_last_login,auto_renew,payment_failures,churn,watch_hours_L30_days
3043,user_03322,mitchelljames@example.org,Craig,Cain,35,Male,Canada,New Brunswick,Shawnshire,Basic,2023-10-30,True,9.99,Smart TV,5,2024-03-29 21:49:18,992,840,0,11,No,0,0,12
3044,user_03324,irobertson@example.org,Carol,Newman,8,Male,USA,Indiana,Williamsonton,Premium,2023-02-27,False,21.99,Tablet,2,2023-08-02 19:32:31,1237,1080,0,1,Yes,0,0,31
3045,user_03325,jessicaking@example.org,Danielle,Hall,42,Female,USA,New Jersey,Harrishaven,Premium,2025-03-09,True,21.99,Smart TV,2,2025-04-20 10:33:49,496,454,0,38,Yes,0,1,43
3046,user_03326,frederickvelez@example.net,Jessica,Reid,33,Female,Canada,Newfoundland and Labrador,Port Josephberg,Standard,2025-01-10,True,15.99,Laptop,3,2022-09-08 20:10:28,554,1408,0,16,Yes,0,0,34
3047,user_03327,amy23@example.org,Anna,Gilbert,36,Female,USA,Missouri,North Bryce,Premium,2023-11-25,True,21.99,Laptop,1,2023-10-11 19:54:32,966,1010,0,1,Yes,0,0,44
3048,user_03328,srobinson@example.com,Jeanette,Rodriguez,41,Female,USA,Georgia,South Sarahland,Premium+,2023-06-04,True,29.99,Mobile,3,2022-12-07 22:59:51,1140,1318,0,19,Yes,0,0,3
3049,user_03329,johnnywells@example.net,Vicki,Hill,36,Female,USA,Indiana,Danaborough,Basic,2022-09-13,True,9.99,Desktop,2,2025-04-26 00:49:48,1404,448,0,30,Yes,3,0,37
3050,user_03330,foleyeric@example.org,Brian,Patrick,35,Female,Canada,Manitoba,East Veronicaburgh,Standard,2023-03-02,True,15.99,Desktop,2,2025-04-29 03:36:27,1234,445,0,9,Yes,0,0,31
3051,user_03331,sarah89@example.org,Christina,Williams,35,Female,USA,Arizona,North Kathy,Standard,2025-03-21,True,15.99,Mobile,3,2023-05-07 07:54:22,484,1168,0,16,Yes,2,0,39
3052,user_03332,robinsonwhitney@example.com,Tyler,Lee,24,Female,USA,North Carolina,New Stephen,Standard,2023-08-04,True,15.99,Mobile,3,2024-04-22 10:37:56,1079,817,0,20,Yes,0,0,15
3053,user_03333,jcraig@example.net,Mason,Porter,39,Female,Canada,Nova Scotia,South Rebeccaton,Premium,2024-01-02,True,21.99,Smart TV,2,2023-03-06 01:26:22,928,1230,0,12,No,0,0,40
3054,user_03334,xochoa@example.com,Tiffany,Anderson,28,Female,USA,Wisconsin,Obrienstad,Premium,2024-12-08,True,21.99,Mobile,3,2025-03-27 10:05:30,587,478,0,39,Yes,0,1,24
3055,user_03336,cathywelch@example.net,Alan,Rosales,53,Prefer not to say,USA,Washington,West Shannon,Premium,2023-07-18,True,21.99,Smart TV,4,2023-06-16 20:04:49,1096,1127,0,37,No,0,0,42
3056,user_03338,megan60@example.org,Bethany,Duncan,35,Female,USA,Massachusetts,Brandonberg,Standard,2025-07-06,True,15.99,Desktop,2,2023-02-24 07:51:26,377,1240,0,21,Yes,0,0,46
3057,user_03339,mmarshall@example.org,Mark,Martin,45,Male,USA,New York,East Stephanie,Basic,2023-12-06,False,9.99,Laptop,2,2023-01-04 15:58:28,955,1291,0,7,Yes,1,0,6
3058,user_03340,michaelfernandez@example.org,Sharon,Matthews,28,Female,USA,Pennsylvania,East Nathaniel,Standard,2023-01-02,False,15.99,Desktop,1,2024-02-23 21:57:35,1293,875,0,4,Yes,0,0,42
3059,user_03341,torreschristian@example.org,Joshua,Davis,42,Female,Canada,British Columbia,Lake Marymouth,Standard,2024-07-15,True,15.99,Laptop,2,2024-07-12 00:06:19,733,736,0,49,Yes,1,1,17
3060,user_03342,thomaskenneth@example.com,Andrew,Price,32,Female,Canada,Prince Edward Island,South Curtisfort,Premium,2024-08-14,True,21.99,Mobile,2,2023-04-13 16:51:11,703,1192,0,56,Yes,0,0,60
3061,user_03343,thorntoncynthia@example.com,Sean,Jackson,35,Male,USA,Washington,East Cynthiaport,Standard,2023-06-09,True,15.99,Gaming Console,2,2022-11-23 11:36:52,1135,1333,0,50,Yes,0,1,34
3062,user_03344,bpeters@example.net,Rachel,Gonzalez,56,Male,Canada,British Columbia,Matthewton,Premium,2023-01-20,True,21.99,Mobile,1,2023-05-05 09:11:52,1275,1170,0,38,Yes,0,1,49
3063,user_03345,allisongraham@example.com,Stephen,Reyes,38,Female,USA,Virginia,South John,Standard,2022-09-09,False,15.99,Tablet,4,2024-02-27 01:06:01,1408,872,0,18,No,0,0,0
3064,user_03346,wromero@example.org,Nicole,Watts,36,Male,Canada,Prince Edward Island,North Katelynfurt,Premium,2025-05-15,True,21.99,Tablet,3,2025-03-27 08:00:56,429,478,0,42,Yes,0,0,11
3065,user_03347,thomasunderwood@example.net,Joseph,Murray,35,Female,USA,Illinois,West Tanyafurt,Basic,2023-01-21,True,9.99,Laptop,3,2024-02-10 21:08:03,1274,888,0,44,No,0,1,24
3066,user_03349,cassandrabanks@example.org,Devon,House,35,Female,USA,Virginia,Jenningsport,Premium,2022-08-24,True,21.99,Tablet,1,2024-05-08 21:21:53,1424,800,0,54,Yes,0,1,3
3067,user_03350,xking@example.org,Jennifer,Williamson,19,Male,USA,North Carolina,Millerchester,Standard,2023-03-08,True,15.99,Laptop,2,2024-06-21 21:00:55,1228,756,0,52,No,0,1,20
3068,user_03351,kathycastro@example.org,Luke,Jackson,30,Female,USA,New York,Thomaston,Premium+,2024-10-12,True,29.99,Smart TV,2,2023-06-24 20:23:02,644,1119,0,42,Yes,0,1,9
3069,user_03352,robertsheather@example.com,Nicholas,Jones,33,Male,Canada,Prince Edward Island,West Richardbury,Premium,2025-03-22,True,21.99,Mobile,2,2023-11-26 17:51:23,483,965,0,27,Yes,0,0,55
3070,user_03353,yyoder@example.net,Suzanne,Rowe,48,Male,USA,New York,Port Jefffort,Standard,2023-12-21,True,15.99,Desktop,3,2023-09-19 07:57:58,940,1033,0,58,No,0,1,12
3071,user_03355,karenwagner@example.com,Erik,West,24,Female,USA,Florida,New Larryton,Premium+,2024-09-14,True,29.99,Laptop,3,2023-02-13 13:40:20,672,1251,0,35,No,1,1,55
3072,user_03356,richard10@example.com,Angelica,Whitaker,35,Male,Canada,Nova Scotia,West Kylie,Basic,2024-02-04,True,9.99,Gaming Console,4,2024-02-24 12:58:36,895,875,0,55,Yes,0,1,7
3073,user_03357,rrosales@example.com,Sheri,Reed,50,Prefer not to say,USA,New York,Lake Melissa,Basic,2025-04-06,True,9.99,Tablet,2,2025-05-17 23:51:44,468,426,0,23,Yes,0,0,57
3074,user_03358,jose52@example.net,Jessica,Gilmore,28,Female,USA,Illinois,Mirandatown,Premium+,2023-11-05,True,29.99,Laptop,2,2025-08-01 13:29:52,986,351,0,35,Yes,1,0,21
3075,user_03359,elizabethlee@example.org,Victoria,Watson,34,Prefer not to say,Canada,Nova Scotia,East Lisaside,Basic,2025-06-02,True,9.99,Mobile,3,2025-05-26 00:15:56,411,418,0,29,No,1,0,27
3076,user_03360,michelle51@example.org,Larry,Robinson,29,Female,USA,New York,Devinton,Premium,2025-02-18,True,21.99,Smart TV,3,2023-06-03 04:36:40,515,1141,0,59,Yes,0,1,5
3077,user_03361,francisstacy@example.net,Dawn,Smith,54,Female,USA,Ohio,Ashleyview,Premium,2024-04-27,True,21.99,Mobile,1,2023-08-07 04:48:08,812,1076,0,10,Yes,0,0,8
3078,user_03362,ericbrooks@example.com,Gary,Jenkins,29,Male,Canada,British Columbia,Arellanoton,Basic,2025-01-14,True,9.99,Smart TV,3,2024-02-28 22:52:59,550,870,0,31,No,0,1,19
3079,user_03363,christina96@example.com,Michelle,Serrano,21,Male,Canada,Quebec,Port Savannahstad,Standard,2024-08-11,True,15.99,Desktop,3,2025-06-26 18:52:55,706,386,0,33,Yes,0,1,52
3080,user_03364,stewartangela@example.org,Paul,Mitchell,27,Female,USA,Texas,Stevenport,Standard,2022-09-28,False,15.99,Gaming Console,2,2024-07-07 13:58:14,1389,741,0,37,No,3,0,59
3081,user_03366,dparker@example.com,William,Butler,58,Male,USA,Georgia,Cantuburgh,Standard,2025-02-22,True,15.99,Tablet,2,2024-10-31 18:20:21,511,625,0,23,No,0,0,21
3082,user_03367,andrecarter@example.net,Edward,Cross,45,Male,Canada,Nova Scotia,Harrisville,Standard,2024-06-16,False,15.99,Mobile,1,2023-10-10 04:09:40,762,1012,0,5,Yes,0,0,7
3083,user_03368,danielcarter@example.com,Leonard,Lee,42,Female,USA,Michigan,Margaretbury,Standard,2024-08-02,True,15.99,Tablet,6,2022-11-27 14:25:00,715,1329,0,41,Yes,1,0,51
3084,user_03369,steven95@example.com,James,Peterson,41,Female,USA,Washington,Lanefort,Premium,2024-03-04,True,21.99,Smart TV,4,2025-05-17 20:22:08,866,426,0,1,No,0,0,48
3085,user_03370,deborahmartinez@example.net,Melissa,Salas,6,Male,USA,Ohio,New Patty,Premium+,2024-09-19,True,29.99,Smart TV,2,2024-12-03 04:40:28,667,592,0,58,No,1,1,11
3086,user_03371,teresashort@example.com,Alexandra,Richardson,35,Female,Canada,New Brunswick,Tracifort,Standard,2024-03-08,True,15.99,Desktop,1,2024-08-10 20:25:01,862,706,0,32,Yes,0,1,57
3087,user_03372,tara40@example.net,Daniel,Barton,27,Prefer not to say,USA,Missouri,North Lindamouth,Standard,2025-06-08,True,15.99,Smart TV,3,2025-01-18 16:48:49,405,546,0,36,Yes,0,1,2
3088,user_03373,hwilliams@example.org,Olivia,Hamilton,30,Male,USA,Missouri,Mcleanburgh,Basic,2024-12-12,True,9.99,Gaming Console,1,2023-03-26 07:23:10,583,1210,0,52,Yes,0,1,7
3089,user_03374,fnielsen@example.org,Anne,Torres,51,Male,USA,New York,Port Davidton,Basic,2023-11-16,True,9.99,Gaming Console,2,2023-01-23 03:23:43,975,1272,0,46,Yes,0,1,55
3090,user_03375,esparzatammy@example.net,Danielle,Shaffer,23,Female,USA,Missouri,East Christineside,Premium,2025-06-10,True,21.99,Smart TV,1,2024-08-23 11:06:34,403,694,0,10,Yes,1,0,10
3091,user_03376,johnspatrick@example.com,Tony,Bell,53,Other,USA,Michigan,Bowmanfurt,Premium,2025-04-29,True,21.99,Desktop,2,2025-04-20 08:06:52,445,454,0,47,Yes,2,1,37
3092,user_03377,greennicholas@example.net,Amanda,Montgomery,62,Female,Canada,Nova Scotia,Port David,Premium,2022-08-22,True,21.99,Tablet,2,2025-05-14 15:20:53,1426,430,1,11,Yes,0,0,40
3093,user_03378,tlucas@example.net,Kenneth,Little,56,Female,Canada,Newfoundland and Labrador,East Samanthaberg,Premium,2024-09-26,False,21.99,Tablet,5,2025-02-17 05:12:25,660,516,0,10,No,2,0,0
3094,user_03379,glassanthony@example.net,Robert,May,9,Male,USA,Georgia,Port Tracyfurt,Premium+,2022-12-16,True,29.99,Mobile,5,2024-01-14 18:05:19,1310,916,0,60,Yes,2,1,55
3095,user_03380,billyprice@example.com,Tina,Drake,32,Male,Canada,Prince Edward Island,South Elizabethstad,Basic,2025-01-29,True,9.99,Gaming Console,1,2024-12-25 00:39:25,535,570,0,37,Yes,0,1,17
3096,user_03381,kathleenhernandez@example.org,Michelle,Taylor,44,Male,Canada,Nova Scotia,Lake Helentown,Basic,2025-01-28,True,9.99,Gaming Console,3,2024-01-16 08:21:04,536,914,0,51,Yes,0,1,17
3097,user_03382,alyssa14@example.com,Katherine,Green,41,Other,USA,Washington,Alexismouth,Premium,2025-05-12,False,21.99,Mobile,2,2023-07-10 13:27:39,432,1104,0,46,No,0,1,8
3098,user_03383,ycarson@example.com,Christopher,Lopez,42,Male,Canada,Nova Scotia,East Brandy,Premium,2024-06-12,True,21.99,Desktop,2,2022-12-06 13:36:34,766,1320,0,33,Yes,0,1,45
3099,user_03384,wmiller@example.org,Leah,Morgan,35,Female,Canada,Alberta,Hernandezfort,Premium+,2025-03-15,True,29.99,Mobile,2,2024-07-24 21:53:40,490,723,0,0,No,0,0,35
3100,user_03385,megannichols@example.net,Carrie,Peterson,34,Female,USA,Michigan,Ortegafort,Premium,2024-05-21,True,21.99,Smart TV,2,2024-05-22 07:35:22,788,787,0,12,Yes,0,0,41
3101,user_03386,nelsonkimberly@example.org,Susan,Willis,37,Male,USA,Massachusetts,South Jeremy,Premium,2024-11-17,True,21.99,Mobile,6,2025-03-21 07:13:28,608,484,0,14,Yes,1,0,14
3102,user_03388,howardrichards@example.net,Jonathan,Johnson,27,Female,Canada,British Columbia,Houseland,Premium,2024-04-21,False,21.99,Laptop,2,2024-08-31 20:52:40,818,685,0,56,Yes,0,0,23
3103,user_03389,liutravis@example.com,Lori,Jones,50,Prefer not to say,USA,Michigan,West Linda,Premium,2024-08-25,True,21.99,Laptop,7,2023-06-21 21:35:27,692,1122,0,50,Yes,0,0,55
3104,user_03390,popejeanette@example.org,Michael,Chan,35,Female,USA,California,North Alison,Standard,2024-03-29,False,15.99,Laptop,2,2025-01-04 05:01:49,841,560,0,20,Yes,0,0,57
3105,user_03391,foxsamantha@example.org,Jeffrey,Ramos,35,Male,USA,New Jersey,West Eric,Premium,2025-04-02,True,21.99,Mobile,3,2023-12-24 18:52:18,472,936,0,56,Yes,0,0,54
3106,user_03393,chandlerdouglas@example.org,Timothy,Park,34,Female,Canada,Ontario,Burnsfurt,Premium,2023-02-16,True,21.99,Smart TV,2,2022-09-30 16:10:11,1248,1387,0,0,Yes,0,0,2
3107,user_03394,christian26@example.org,Allen,Smith,22,Female,USA,Maryland,North Kathryn,Premium,2023-07-01,True,21.99,Mobile,2,2024-07-01 09:35:00,1113,747,0,50,No,0,0,26
3108,user_03395,megan53@example.org,Jasmine,Hall,48,Male,USA,Ohio,North Jerry,Premium,2023-01-05,True,21.99,Smart TV,2,2025-01-13 15:47:56,1290,551,0,31,Yes,0,0,48
3109,user_03396,vjones@example.org,Donald,Romero,42,Other,USA,Washington,Lake Brianatown,Premium,2025-01-09,True,21.99,Tablet,2,2024-06-08 17:09:27,555,770,0,50,Yes,0,1,15
3110,user_03397,jenniferwalter@example.net,Catherine,Moreno,38,Male,USA,Tennessee,West John,Premium,2023-02-24,True,21.99,Gaming Console,4,2025-02-21 03:34:56,1240,512,0,0,Yes,0,0,50
3111,user_03398,davidespinoza@example.net,John,Stokes,45,Female,USA,North Carolina,Johnnyburgh,Standard,2023-03-14,True,15.99,Smart TV,5,2022-09-17 11:41:31,1222,1400,0,59,Yes,0,1,41
3112,user_03399,laura10@example.net,Cynthia,Wallace,35,Female,Canada,British Columbia,Hillmouth,Standard,2022-10-28,False,15.99,Tablet,4,2023-06-14 00:00:32,1359,1130,0,3,Yes,0,0,22
3113,user_03400,hansenshane@example.org,John,Mcpherson,35,Prefer not to say,USA,Illinois,New Katherine,Premium+,2024-10-26,True,29.99,Laptop,2,2024-03-13 08:54:40,630,857,0,11,Yes,2,0,4
3114,user_03401,davidruiz@example.org,Alexander,Mcguire,17,Male,USA,Florida,New Abigailfort,Basic,2024-12-04,True,9.99,Mobile,2,2023-11-07 19:31:46,591,983,0,2,Yes,0,0,36
3115,user_03402,barnesheather@example.net,Erica,Price,33,Male,USA,Missouri,South Brandonview,Basic,2023-08-10,True,9.99,Desktop,4,2023-06-15 07:01:11,1073,1129,0,34,No,0,1,32
3116,user_03403,karajames@example.com,Melissa,Wilson,15,Male,USA,Pennsylvania,Frankmouth,Premium,2023-05-23,True,21.99,Smart TV,1,2025-02-12 02:11:19,1152,521,0,33,No,0,1,19
3117,user_03404,greenebryan@example.net,Mallory,Gaines,35,Male,USA,Illinois,Gomezmouth,Premium,2023-01-26,True,21.99,Desktop,2,2025-06-24 00:07:06,1269,389,0,28,Yes,0,0,4
3118,user_03405,ruth13@example.org,Chad,Newton,30,Female,USA,North Carolina,Jamesbury,Premium,2023-05-31,True,21.99,Gaming Console,2,2023-08-22 09:18:15,1144,1061,0,46,Yes,2,1,49
3119,user_03407,stevenrodriguez@example.com,Leslie,Hickman,35,Female,Canada,British Columbia,Port Carol,Standard,2024-02-23,True,15.99,Gaming Console,2,2025-03-17 03:26:15,876,488,0,16,Yes,0,0,30
3120,user_03408,mreynolds@example.com,Joyce,Conrad,21,Female,USA,Maryland,South Phillipshire,Basic,2023-01-12,True,9.99,Desktop,1,2023-01-27 01:26:22,1283,1268,0,30,No,0,1,60
3121,user_03409,aperkins@example.net,Charles,Thompson,33,Male,USA,Virginia,Lake Andre,Basic,2022-09-10,True,9.99,Smart TV,1,2025-01-06 22:25:21,1407,557,0,11,Yes,0,1,1
3122,user_03410,seth23@example.net,Elizabeth,Gross,30,Male,USA,Tennessee,Jonesville,Premium,2025-05-30,True,21.99,Gaming Console,3,2024-08-14 02:33:25,414,703,0,18,Yes,0,0,16
3123,user_03411,iwatkins@example.org,Julie,Hunt,32,Female,Canada,Saskatchewan,West Dawnfort,Basic,2023-08-25,False,9.99,Mobile,2,2025-01-03 20:09:28,1058,560,0,60,Yes,0,1,22
3124,user_03412,edecker@example.com,Ian,Gomez,36,Female,USA,Texas,South Rickey,Standard,2025-06-12,True,15.99,Tablet,2,2023-04-04 11:44:49,401,1201,0,49,Yes,0,0,8
3125,user_03413,jimenezaudrey@example.org,David,Rosario,58,Male,USA,Georgia,North Lisa,Premium,2022-10-22,True,21.99,Laptop,2,2023-12-12 20:13:53,1365,948,0,38,Yes,0,0,17
3126,user_03414,rachel81@example.com,Yesenia,Contreras,39,Male,USA,Ohio,Taylorborough,Premium+,2024-05-10,True,29.99,Desktop,5,2024-04-25 23:13:33,799,813,0,19,Yes,0,1,23
3127,user_03415,havery@example.com,James,Lindsey,5,Male,USA,Georgia,Williammouth,Standard,2023-10-17,True,15.99,Tablet,1,2025-06-26 15:41:48,1005,387,0,54,Yes,0,1,11
3128,user_03416,johngiles@example.org,Jessica,Bryant,25,Male,USA,Maryland,Burnettberg,Premium,2023-06-09,True,21.99,Mobile,3,2023-09-08 01:44:45,1135,1044,0,24,Yes,0,0,15
3129,user_03418,turnermichael@example.com,Shannon,Johnson,32,Male,USA,New York,Lake Donna,Basic,2024-11-17,True,9.99,Gaming Console,1,2024-09-12 07:28:21,608,674,0,41,Yes,0,1,2
3130,user_03419,joel35@example.com,Ronnie,Martinez,16,Female,USA,Massachusetts,Hinesfurt,Basic,2022-09-09,False,9.99,Smart TV,5,2023-07-05 07:36:24,1408,1109,0,17,Yes,0,0,38
3131,user_03420,lucasoscar@example.net,Nathaniel,Wood,18,Male,USA,Maryland,New Kristiestad,Premium+,2022-10-03,True,29.99,Laptop,4,2025-06-12 23:45:39,1384,400,0,51,Yes,0,0,24
3132,user_03421,ryan84@example.com,Joseph,Harper,51,Prefer not to say,Canada,Alberta,Garnershire,Standard,2025-06-16,True,15.99,Gaming Console,1,2023-09-10 21:52:25,397,1041,0,38,No,0,0,42
3133,user_03422,johnsmith@example.org,Dennis,Khan,35,Female,Canada,Manitoba,West Anthonychester,Premium,2024-05-13,True,21.99,Smart TV,1,2023-02-06 01:40:01,796,1258,0,58,No,0,1,5
3134,user_03423,juliestevens@example.org,Brittany,Scott,35,Male,USA,Pennsylvania,New Sandraport,Basic,2024-08-08,True,9.99,Mobile,1,2023-12-23 15:12:37,709,938,0,4,Yes,0,0,17
3135,user_03425,becky89@example.com,Julie,Velez,43,Prefer not to say,USA,New York,Amandabury,Standard,2023-07-22,True,15.99,Gaming Console,5,2022-12-12 11:21:16,1092,1314,0,45,Yes,1,0,51
3136,user_03426,montesjohn@example.org,John,Martinez,47,Male,USA,Maryland,North Traci,Standard,2024-04-05,True,15.99,Desktop,6,2024-10-11 14:53:21,834,645,0,60,Yes,2,1,25
3137,user_03428,riceaaron@example.com,Ashley,Cook,49,Female,USA,Tennessee,Lake Malikburgh,Premium,2023-08-14,True,21.99,Tablet,2,2022-09-22 09:07:26,1069,1395,0,47,No,0,1,25
3138,user_03429,gjenkins@example.org,Stacey,Kelley,49,Female,USA,Florida,West Connorhaven,Standard,2023-05-31,True,15.99,Gaming Console,4,2023-02-18 18:33:41,1144,1246,0,43,Yes,0,1,40
3139,user_03430,jose70@example.org,Gregory,Smith,35,Female,Canada,Manitoba,Johnstonfurt,Standard,2023-06-25,True,15.99,Tablet,1,2025-03-20 06:26:56,1119,485,0,7,Yes,0,0,21
3140,user_03431,adamskenneth@example.net,Courtney,Price,41,Male,USA,Wisconsin,Jacobport,Standard,2022-08-24,True,15.99,Gaming Console,3,2023-10-27 04:52:19,1424,995,0,42,Yes,0,0,45
3141,user_03432,kylemartinez@example.com,Nathaniel,Vasquez,45,Female,USA,Indiana,West Michaelport,Premium,2023-11-01,False,21.99,Desktop,1,2025-01-01 14:46:59,990,563,0,36,No,0,1,17
3142,user_03434,valentinejoy@example.net,Michele,Arnold,24,Male,USA,Wisconsin,Lake Sarafurt,Standard,2024-02-11,True,15.99,Laptop,5,2025-05-19 02:54:56,888,425,0,15,No,0,0,1
3143,user_03435,hamiltonantonio@example.net,Jeffrey,Beck,24,Female,Canada,Saskatchewan,Port Kelly,Premium,2022-11-28,False,21.99,Mobile,5,2022-10-01 17:59:04,1328,1386,0,58,No,0,1,43
3144,user_03436,wendyhall@example.com,Timothy,Robertson,41,Male,USA,Maryland,New Leslie,Basic,2025-02-26,True,9.99,Desktop,2,2025-07-11 10:48:32,507,372,0,2,Yes,0,0,16
3145,user_03437,fuentesmatthew@example.org,Adriana,Hernandez,35,Female,USA,New York,East Ianbury,Basic,2023-01-26,True,9.99,Mobile,2,2025-04-29 06:59:47,1269,445,0,23,Yes,0,0,32
3146,user_03438,zdouglas@example.org,Travis,Morris,35,Male,Canada,Quebec,Michaelstad,Basic,2024-06-18,True,9.99,Desktop,1,2025-01-23 12:39:35,760,541,0,57,Yes,0,0,30
3147,user_03439,fwalls@example.com,Paul,Taylor,26,Female,Canada,Quebec,South Troy,Standard,2025-01-24,True,15.99,Desktop,4,2022-11-06 04:52:34,540,1350,0,38,No,0,0,40
3148,user_03440,welchguy@example.com,Christine,Ho,33,Male,Canada,Newfoundland and Labrador,Meganhaven,Standard,2025-06-01,True,15.99,Desktop,2,2023-01-03 02:16:50,412,1292,0,34,Yes,0,1,15
3149,user_03441,nmorgan@example.org,Tracy,Smith,44,Male,USA,Missouri,Thompsonstad,Standard,2023-08-14,False,15.99,Desktop,2,2025-04-08 23:05:10,1069,465,0,24,Yes,1,0,17
3150,user_03442,stephanielee@example.com,Christina,Wolf,40,Male,USA,Michigan,East Johntown,Premium,2024-12-29,True,21.99,Smart TV,2,2023-12-22 11:57:22,566,939,0,22,Yes,0,0,44
3151,user_03443,iali@example.com,Tiffany,Stephens,25,Male,USA,Tennessee,Danielberg,Premium,2024-02-02,True,21.99,Smart TV,3,2022-11-13 11:34:31,897,1343,0,27,Yes,0,1,38
3152,user_03445,swarren@example.net,Cynthia,Marks,27,Male,USA,Florida,Hobbsport,Standard,2023-07-03,True,15.99,Mobile,2,2022-08-06 13:31:27,1111,1442,0,50,No,0,0,57
3153,user_03446,morganclark@example.org,Brandon,Bush,35,Male,Canada,Prince Edward Island,Karafort,Basic,2023-06-18,True,9.99,Desktop,1,2024-06-20 01:47:07,1126,758,0,37,Yes,2,1,56
3154,user_03447,kevin46@example.org,Patrick,Scott,22,Female,Canada,New Brunswick,Ashleybury,Premium,2022-11-01,False,21.99,Desktop,2,2025-06-07 20:50:15,1355,405,0,22,Yes,1,0,55
3155,user_03448,maryball@example.net,Michael,Pace,41,Male,USA,Illinois,East Ronald,Premium,2023-09-27,True,21.99,Laptop,2,2023-04-14 11:50:35,1025,1191,0,36,Yes,1,0,36
3156,user_03449,craig39@example.com,Gerald,Johnston,35,Male,USA,Wisconsin,Shannonborough,Standard,2023-12-29,True,15.99,Tablet,3,2022-10-03 08:20:02,932,1384,0,24,Yes,0,0,22
3157,user_03450,mariaramirez@example.org,Jacob,Carter,35,Male,USA,Ohio,East Scott,Premium,2025-06-08,True,21.99,Desktop,2,2024-08-17 20:08:18,405,699,0,12,Yes,0,0,9
3158,user_03451,lutzscott@example.org,Adam,Morgan,21,Other,USA,Illinois,Myersmouth,Premium+,2025-06-17,True,29.99,Laptop,2,2024-10-18 05:59:14,396,638,0,39,Yes,1,1,27
3159,user_03452,ymyers@example.com,Cynthia,Gibbs,41,Other,USA,Massachusetts,Kingland,Standard,2023-11-20,True,15.99,Laptop,4,2024-01-11 04:50:45,971,919,0,59,No,0,1,40
3160,user_03453,shawna22@example.net,Catherine,Rivera,37,Male,USA,Tennessee,Mccarthymouth,Standard,2023-09-27,True,15.99,Mobile,2,2025-03-22 23:12:16,1025,482,0,21,Yes,2,0,12
3161,user_03455,ygarza@example.net,Mark,Perez,19,Male,USA,Georgia,Johnsonhaven,Premium,2024-02-22,True,21.99,Gaming Console,3,2023-08-03 11:39:42,877,1080,0,41,Yes,0,0,31
3162,user_03456,hendersontodd@example.com,Ryan,Lowe,44,Male,USA,Massachusetts,Vasquezside,Premium,2022-12-09,True,21.99,Smart TV,1,2024-03-28 04:07:19,1317,842,0,50,Yes,0,1,23
3163,user_03457,tammychaney@example.com,Diana,Mcdonald,22,Male,USA,Florida,North Mollymouth,Standard,2025-05-21,False,15.99,Gaming Console,2,2024-08-02 08:15:22,423,715,0,52,Yes,0,1,43
3164,user_03458,lpalmer@example.net,Christopher,Miller,34,Male,USA,Massachusetts,Gonzalezhaven,Standard,2024-04-06,False,15.99,Tablet,8,2022-12-08 23:26:02,833,1317,0,15,No,0,0,42
3165,user_03459,clin@example.com,Donna,Duncan,24,Female,Canada,Nova Scotia,East Jamesborough,Standard,2025-06-23,False,15.99,Tablet,2,2024-04-07 20:58:03,390,831,0,53,No,0,1,4
3166,user_03460,steven39@example.com,Andrew,Henderson,35,Prefer not to say,USA,Massachusetts,Cameronberg,Premium+,2024-10-12,True,29.99,Laptop,5,2023-02-09 21:16:47,644,1254,0,50,Yes,0,1,9
3167,user_03461,bradleymedina@example.com,Philip,Hill,59,Male,Canada,Ontario,Lake Robin,Basic,2025-04-19,True,9.99,Tablet,2,2023-01-15 02:37:27,455,1280,0,8,No,0,0,34
3168,user_03462,scottjackson@example.org,James,Anderson,38,Female,Canada,British Columbia,South Randystad,Standard,2025-03-24,True,15.99,Desktop,2,2023-09-05 17:03:50,481,1047,0,46,Yes,0,1,25
3169,user_03463,sylviaallen@example.com,Thomas,Brooks,18,Female,USA,Indiana,North Jennifer,Premium,2024-04-10,True,21.99,Desktop,6,2025-02-25 06:05:18,829,508,0,33,Yes,0,1,39
3170,user_03465,aaronschwartz@example.net,Veronica,Hart,40,Prefer not to say,USA,New York,Port Annamouth,Premium,2022-09-13,True,21.99,Desktop,3,2023-07-15 07:46:18,1404,1099,0,39,Yes,0,0,17
3171,user_03466,gina44@example.org,Bradley,Oliver,11,Female,USA,Massachusetts,North Andrew,Standard,2025-07-29,False,15.99,Desktop,3,2024-07-18 17:13:31,354,730,0,46,No,0,1,30
3172,user_03467,johnsonjack@example.net,Mackenzie,Thomas,56,Male,USA,California,North Heather,Premium+,2025-06-01,True,29.99,Desktop,4,2023-04-19 22:47:59,412,1185,0,9,Yes,0,0,59
3173,user_03468,anthonybryant@example.com,Nicole,Francis,30,Female,Canada,Ontario,Angelside,Basic,2025-05-11,True,9.99,Desktop,3,2024-08-23 05:43:41,433,694,0,7,Yes,0,0,43
3174,user_03469,yvette19@example.com,William,Butler,37,Female,USA,Pennsylvania,Amyberg,Premium+,2023-02-26,True,29.99,Laptop,3,2025-07-01 10:38:06,1238,382,0,44,Yes,0,1,9
3175,user_03470,lisasmith@example.com,Susan,Huynh,35,Female,USA,Washington,Dillonstad,Premium+,2025-04-30,False,29.99,Desktop,6,2023-11-23 05:30:22,444,968,0,0,Yes,0,0,47
